timestamp,timesteps,episodes,mean_reward_100,win_rate,elapsed_min
2026-03-20T08:41:19,14849,7411,5.80,0.000,15.3
2026-03-20T08:56:40,30209,15074,5.84,0.000,30.7
2026-03-20T09:06:18,40449,20187,5.80,0.000,40.3
